"Data","Hora","Abertura","Máxima","Mínima","Fechamento","ULT"
"08/12/2022","13:00:00","110.269,9108","110.310,8065","110.075,6567","110.203,4555","104.710,0000"
"08/12/2022","12:55:00","110.326,1423","110.484,6128","110.147,2240","110.269,9108","104.710,0000"
"08/12/2022","12:50:00","110.510,1726","110.556,1801","110.213,6794","110.326,1423","104.710,0000"
"08/12/2022","12:45:00","110.607,2997","110.653,3072","110.392,5977","110.515,2845","104.710,0000"
"08/12/2022","12:40:00","110.658,4192","110.699,3148","110.459,0531","110.607,2997","104.710,0000"
"08/12/2022","12:35:00","110.898,6809","110.929,3526","110.637,9714","110.658,4192","104.710,0000"
"08/12/2022","12:30:00","111.052,0395","111.113,3829","110.796,4419","110.898,6809","104.710,0000"
"08/12/2022","12:25:00","111.174,7263","111.195,1741","111.026,4797","111.057,1514","104.710,0000"
"08/12/2022","12:20:00","111.297,4131","111.353,6446","111.169,6144","111.179,8383","104.710,0000"
"08/12/2022","12:15:00","111.358,7566","111.425,2119","111.266,7414","111.302,5251","104.710,0000"
"08/12/2022","12:10:00","111.624,5781","111.629,6900","111.328,0849","111.353,6446","104.710,0000"
"08/12/2022","12:05:00","111.655,2498","111.691,0334","111.542,7868","111.624,5781","104.710,0000"
"08/12/2022","12:00:00","111.675,6976","111.742,1529","111.496,7793","111.650,1378","104.710,0000"
"08/12/2022","11:55:00","111.593,9063","111.731,9290","111.481,4434","111.680,8095","104.710,0000"
"08/12/2022","11:50:00","111.558,1227","111.685,9215","111.501,8912","111.599,0183","104.710,0000"
"08/12/2022","11:45:00","111.220,7339","111.588,7944","111.179,8383","111.558,1227","104.710,0000"
"08/12/2022","11:40:00","111.317,8610","111.368,9805","111.164,5024","111.220,7339","104.710,0000"
"08/12/2022","11:35:00","111.634,8020","111.634,8020","111.317,8610","111.317,8610","104.710,0000"
"08/12/2022","11:30:00","111.573,4585","111.747,2649","111.471,2195","111.639,9139","104.710,0000"
"08/12/2022","11:25:00","111.481,4434","111.619,4661","111.389,4283","111.573,4585","104.710,0000"
"08/12/2022","11:20:00","111.496,7793","111.680,8095","111.425,2119","111.476,3315","104.710,0000"
"08/12/2022","11:15:00","111.328,0849","111.522,3390","111.271,8534","111.496,7793","104.710,0000"
"08/12/2022","11:10:00","111.532,5629","111.599,0183","111.307,6370","111.322,9729","104.710,0000"
"08/12/2022","11:05:00","111.542,7868","111.573,4585","111.399,6522","111.527,4510","104.710,0000"
"08/12/2022","11:00:00","111.645,0259","111.721,7051","111.522,3390","111.547,8988","104.710,0000"
"08/12/2022","10:55:00","111.691,0334","111.895,5115","111.639,9139","111.645,0259","104.710,0000"
"08/12/2022","10:50:00","111.588,7944","111.731,9290","111.568,3466","111.691,0334","104.710,0000"
"08/12/2022","10:45:00","111.583,6824","111.629,6900","111.496,7793","111.588,7944","104.710,0000"
"08/12/2022","10:40:00","111.604,1303","111.762,6008","111.578,5705","111.583,6824","104.710,0000"
"08/12/2022","10:35:00","111.542,7868","111.716,5932","111.527,4510","111.604,1303","104.710,0000"
"08/12/2022","10:30:00","111.486,5554","111.624,5781","111.353,6446","111.547,8988","104.710,0000"
"08/12/2022","10:25:00","111.425,2119","111.568,3466","111.379,2044","111.481,4434","104.710,0000"
"08/12/2022","10:20:00","111.348,5327","111.476,3315","111.230,9578","111.425,2119","104.710,0000"
"08/12/2022","10:15:00","111.399,6522","111.440,5478","111.338,3088","111.348,5327","104.710,0000"
"08/12/2022","10:10:00","111.302,5251","111.486,5554","111.195,1741","111.409,8761","104.710,0000"
"08/12/2022","10:05:00","111.266,7414","111.440,5478","111.133,8307","111.297,4131","104.710,0000"
"08/12/2022","10:00:00","111.302,5251","111.368,9805","111.021,3678","111.266,7414","104.710,0000"
"08/12/2022","09:55:00","111.292,3012","111.312,7490","111.215,6219","111.302,5251","104.710,0000"
"08/12/2022","09:50:00","111.343,4207","111.404,7641","111.210,5100","111.287,1892","104.710,0000"
"08/12/2022","09:45:00","111.246,2936","111.368,9805","111.200,2861","111.348,5327","104.710,0000"
"08/12/2022","09:40:00","111.087,8231","111.261,6295","111.072,4873","111.241,1817","104.710,0000"
"08/12/2022","09:35:00","110.919,1287","111.092,9351","110.847,5614","111.087,8231","104.710,0000"
"08/12/2022","09:30:00","111.077,5992","111.113,3829","110.842,4494","110.914,0168","104.710,0000"
"08/12/2022","09:25:00","111.123,6068","111.144,0546","110.939,5765","111.072,4873","104.710,0000"
"08/12/2022","09:20:00","111.154,2785","111.312,7490","111.103,1590","111.128,7187","104.710,0000"
"08/12/2022","09:15:00","111.414,9880","111.501,8912","111.133,8307","111.154,2785","104.710,0000"
"08/12/2022","09:10:00","111.660,3617","111.721,7051","111.287,1892","111.420,1000","104.710,0000"
"08/12/2022","09:05:00","111.788,1605","111.823,9442","111.578,5705","111.665,4737","104.710,0000"
"08/12/2022","09:00:00","111.890,3995","112.202,2286","111.747,2649","111.793,2725","104.710,0000"
"07/12/2022","18:30:00","112.094,8776","112.094,8776","112.094,8776","112.094,8776","104.710,0000"
"07/12/2022","18:20:00","111.875,0637","112.145,9971","111.864,8398","112.048,8701","104.710,0000"
"07/12/2022","18:15:00","112.038,6461","112.089,7657","111.854,6159","111.875,0637","104.710,0000"
"07/12/2022","18:10:00","111.716,5932","112.202,2286","111.711,4812","112.043,7581","104.710,0000"
"07/12/2022","18:05:00","111.711,4812","111.742,1529","111.685,9215","111.711,4812","104.710,0000"
"07/12/2022","18:00:00","111.675,6976","111.762,6008","111.634,8020","111.711,4812","104.710,0000"
"07/12/2022","17:55:00","111.747,2649","111.777,9366","111.670,5856","111.675,6976","104.710,0000"
"07/12/2022","17:50:00","111.665,4737","111.823,9442","111.573,4585","111.752,3769","104.710,0000"
"07/12/2022","17:45:00","111.685,9215","111.777,9366","111.599,0183","111.665,4737","104.710,0000"
"07/12/2022","17:40:00","111.977,3027","112.007,9744","111.660,3617","111.685,9215","104.710,0000"
"07/12/2022","17:35:00","111.921,0713","112.007,9744","111.895,5115","111.972,1908","104.710,0000"
"07/12/2022","17:30:00","111.977,3027","112.069,3179","111.910,8474","111.926,1832","104.710,0000"
"07/12/2022","17:25:00","111.931,2952","112.002,8625","111.921,0713","111.977,3027","104.710,0000"
"07/12/2022","17:20:00","111.941,5191","111.967,0788","111.844,3920","111.926,1832","104.710,0000"
"07/12/2022","17:15:00","112.002,8625","112.059,0940","111.900,6235","111.941,5191","104.710,0000"
"07/12/2022","17:10:00","111.890,3995","112.094,8776","111.875,0637","112.002,8625","104.710,0000"
"07/12/2022","17:05:00","112.043,7581","112.084,6537","111.849,5039","111.885,2876","104.710,0000"
"07/12/2022","17:00:00","111.885,2876","112.105,1015","111.864,8398","112.038,6461","104.710,0000"
"07/12/2022","16:55:00","111.869,9517","112.028,4222","111.864,8398","111.880,1756","104.710,0000"
"07/12/2022","16:50:00","111.900,6235","111.926,1832","111.818,8322","111.869,9517","104.710,0000"
"07/12/2022","16:45:00","111.967,0788","111.997,7505","111.875,0637","111.900,6235","104.710,0000"
"07/12/2022","16:40:00","111.921,0713","111.972,1908","111.854,6159","111.961,9669","104.710,0000"
"07/12/2022","16:35:00","111.972,1908","112.023,3103","111.910,8474","111.921,0713","104.710,0000"
"07/12/2022","16:30:00","111.910,8474","111.982,4147","111.818,8322","111.972,1908","104.710,0000"
"07/12/2022","16:25:00","111.869,9517","111.992,6386","111.859,7278","111.910,8474","104.710,0000"
"07/12/2022","16:20:00","111.895,5115","111.915,9593","111.757,4888","111.875,0637","104.710,0000"
"07/12/2022","16:15:00","111.992,6386","112.033,5342","111.890,3995","111.895,5115","104.710,0000"
"07/12/2022","16:10:00","111.900,6235","112.043,7581","111.839,2800","111.997,7505","104.710,0000"
"07/12/2022","16:05:00","111.752,3769","111.956,8549","111.742,1529","111.900,6235","104.710,0000"
"07/12/2022","16:00:00","111.793,2725","111.905,7354","111.655,2498","111.752,3769","104.710,0000"
"07/12/2022","15:55:00","111.818,8322","111.864,8398","111.650,1378","111.793,2725","104.710,0000"
"07/12/2022","15:50:00","112.135,7732","112.145,9971","111.772,8247","111.818,8322","104.710,0000"
"07/12/2022","15:45:00","112.135,7732","112.192,0047","112.079,5418","112.135,7732","104.710,0000"
"07/12/2022","15:40:00","112.135,7732","112.197,1167","112.084,6537","112.130,6613","104.710,0000"
"07/12/2022","15:35:00","112.238,0123","112.304,4676","112.115,3254","112.130,6613","104.710,0000"
"07/12/2022","15:30:00","112.370,9230","112.401,5947","112.222,6764","112.238,0123","104.710,0000"
"07/12/2022","15:25:00","112.427,1545","112.427,1545","112.273,7959","112.370,9230","104.710,0000"
"07/12/2022","15:20:00","112.416,9306","112.457,8262","112.304,4676","112.432,2664","104.710,0000"
"07/12/2022","15:15:00","112.120,4374","112.437,3784","112.079,5418","112.416,9306","104.710,0000"
"07/12/2022","15:10:00","112.110,2135","112.176,6688","112.053,9820","112.125,5493","104.710,0000"
"07/12/2022","15:05:00","111.961,9669","112.161,3330","111.915,9593","112.110,2135","104.710,0000"
"07/12/2022","15:00:00","112.048,8701","112.094,8776","111.941,5191","111.956,8549","104.710,0000"
"07/12/2022","14:55:00","112.110,2135","112.135,7732","111.982,4147","112.048,8701","104.710,0000"
"07/12/2022","14:50:00","112.079,5418","112.171,5569","112.023,3103","112.110,2135","104.710,0000"
"07/12/2022","14:45:00","112.089,7657","112.151,1091","111.992,6386","112.074,4298","104.710,0000"
"07/12/2022","14:40:00","112.048,8701","112.166,4449","112.002,8625","112.094,8776","104.710,0000"
"07/12/2022","14:35:00","112.120,4374","112.151,1091","111.982,4147","112.048,8701","104.710,0000"
"07/12/2022","14:30:00","112.115,3254","112.176,6688","112.002,8625","112.125,5493","104.710,0000"
"07/12/2022","14:25:00","112.038,6461","112.166,4449","111.992,6386","112.120,4374","104.710,0000"
"07/12/2022","14:20:00","111.997,7505","112.094,8776","111.961,9669","112.038,6461","104.710,0000"
"07/12/2022","14:15:00","111.956,8549","112.074,4298","111.905,7354","111.997,7505","104.710,0000"
"07/12/2022","14:10:00","111.967,0788","112.013,0864","111.890,3995","111.956,8549","104.710,0000"
"07/12/2022","14:05:00","111.951,7430","112.018,1983","111.849,5039","111.961,9669","104.710,0000"
"07/12/2022","14:00:00","111.926,1832","112.115,3254","111.885,2876","111.951,7430","104.710,0000"
"07/12/2022","13:55:00","111.803,4964","111.987,5266","111.783,0486","111.931,2952","104.710,0000"
"07/12/2022","13:50:00","111.645,0259","111.864,8398","111.634,8020","111.798,3844","104.710,0000"
"07/12/2022","13:45:00","111.527,4510","111.762,6008","111.481,4434","111.650,1378","104.710,0000"
"07/12/2022","13:40:00","111.440,5478","111.553,0107","111.384,3163","111.522,3390","104.710,0000"
"07/12/2022","13:35:00","111.230,9578","111.532,5629","111.215,6219","111.440,5478","104.710,0000"
"07/12/2022","13:30:00","111.425,2119","111.460,9956","111.195,1741","111.225,8458","104.710,0000"
"07/12/2022","13:25:00","111.476,3315","111.542,7868","111.328,0849","111.425,2119","104.710,0000"
"07/12/2022","13:20:00","111.987,5266","112.002,8625","111.455,8836","111.476,3315","104.710,0000"
"07/12/2022","13:15:00","112.130,6613","112.192,0047","111.972,1908","111.992,6386","104.710,0000"
"07/12/2022","13:10:00","112.370,9230","112.391,3708","112.105,1015","112.130,6613","104.710,0000"
"07/12/2022","13:05:00","112.345,3633","112.442,4903","112.319,8035","112.370,9230","104.710,0000"
"07/12/2022","13:00:00","112.401,5947","112.442,4903","112.258,4601","112.340,2513","104.710,0000"
"07/12/2022","12:55:00","112.376,0350","112.411,8186","112.248,2362","112.406,7067","104.710,0000"
"07/12/2022","12:50:00","112.391,3708","112.488,4979","112.350,4752","112.381,1469","104.710,0000"
"07/12/2022","12:45:00","112.442,4903","112.539,6174","112.319,8035","112.391,3708","104.710,0000"
"07/12/2022","12:40:00","112.365,8111","112.447,6023","112.309,5796","112.447,6023","104.710,0000"
"07/12/2022","12:35:00","112.529,3935","112.600,9608","112.360,6991","112.365,8111","104.710,0000"
"07/12/2022","12:30:00","112.708,3118","112.810,5509","112.508,9457","112.529,3935","104.710,0000"
"07/12/2022","12:25:00","112.524,2816","112.738,9835","112.365,8111","112.708,3118","104.710,0000"
"07/12/2022","12:20:00","112.508,9457","112.636,7445","112.442,4903","112.519,1696","104.710,0000"
"07/12/2022","12:15:00","112.411,8186","112.652,0804","112.376,0350","112.508,9457","104.710,0000"
"07/12/2022","12:10:00","112.570,2891","112.616,2967","112.263,5720","112.411,8186","104.710,0000"
"07/12/2022","12:05:00","112.544,7294","112.754,3194","112.457,8262","112.570,2891","104.710,0000"
"07/12/2022","12:00:00","112.539,6174","112.565,1772","112.238,0123","112.539,6174","104.710,0000"
"07/12/2022","11:55:00","112.391,3708","112.595,8489","112.324,9154","112.534,5055","104.710,0000"
"07/12/2022","11:50:00","112.248,2362","112.478,2740","112.202,2286","112.391,3708","104.710,0000"
"07/12/2022","11:45:00","112.079,5418","112.314,6915","112.059,0940","112.243,1242","104.710,0000"
"07/12/2022","11:40:00","112.202,2286","112.243,1242","111.951,7430","112.079,5418","104.710,0000"
"07/12/2022","11:35:00","112.176,6688","112.365,8111","112.069,3179","112.202,2286","104.710,0000"
"07/12/2022","11:30:00","112.406,7067","112.452,7142","111.992,6386","112.176,6688","104.710,0000"
"07/12/2022","11:25:00","112.667,4162","112.667,4162","112.370,9230","112.406,7067","104.710,0000"
"07/12/2022","11:20:00","112.570,2891","112.738,9835","112.478,2740","112.662,3043","104.710,0000"
"07/12/2022","11:15:00","112.646,9684","112.754,3194","112.508,9457","112.570,2891","104.710,0000"
"07/12/2022","11:10:00","112.600,9608","112.682,7521","112.406,7067","112.641,8565","104.710,0000"
"07/12/2022","11:05:00","112.703,1999","112.774,7672","112.498,7218","112.595,8489","104.710,0000"
"07/12/2022","11:00:00","112.652,0804","112.738,9835","112.565,1772","112.698,0879","104.710,0000"
"07/12/2022","10:55:00","112.769,6552","112.912,7899","112.626,5206","112.646,9684","104.710,0000"
"07/12/2022","10:50:00","112.370,9230","112.795,2150","112.330,0274","112.769,6552","104.710,0000"
"07/12/2022","10:45:00","112.192,0047","112.376,0350","112.140,8852","112.370,9230","104.710,0000"
"07/12/2022","10:40:00","112.084,6537","112.294,2437","112.079,5418","112.186,8927","104.710,0000"
"07/12/2022","10:35:00","112.227,7884","112.324,9154","112.033,5342","112.084,6537","104.710,0000"
"07/12/2022","10:30:00","112.227,7884","112.330,0274","112.099,9896","112.227,7884","104.710,0000"
"07/12/2022","10:25:00","112.120,4374","112.340,2513","112.069,3179","112.222,6764","104.710,0000"
"07/12/2022","10:20:00","111.987,5266","112.156,2210","111.849,5039","112.120,4374","104.710,0000"
"07/12/2022","10:15:00","112.161,3330","112.284,0198","111.910,8474","111.982,4147","104.710,0000"
"07/12/2022","10:10:00","112.355,5872","112.452,7142","112.156,2210","112.161,3330","104.710,0000"
"07/12/2022","10:05:00","112.238,0123","112.365,8111","112.094,8776","112.355,5872","104.710,0000"
"07/12/2022","10:00:00","112.289,1318","112.386,2589","112.145,9971","112.243,1242","104.710,0000"
"07/12/2022","09:55:00","112.130,6613","112.299,3557","112.110,2135","112.289,1318","104.710,0000"
"07/12/2022","09:50:00","112.105,1015","112.227,7884","112.079,5418","112.135,7732","104.710,0000"
"07/12/2022","09:45:00","111.997,7505","112.186,8927","111.951,7430","112.105,1015","104.710,0000"
"07/12/2022","09:40:00","111.987,5266","112.038,6461","111.895,5115","112.002,8625","104.710,0000"
"07/12/2022","09:35:00","111.982,4147","112.053,9820","111.880,1756","111.992,6386","104.710,0000"
"07/12/2022","09:30:00","111.869,9517","112.084,6537","111.839,2800","111.977,3027","104.710,0000"
"07/12/2022","09:25:00","111.910,8474","111.967,0788","111.777,9366","111.869,9517","104.710,0000"
"07/12/2022","09:20:00","112.105,1015","112.105,1015","111.890,3995","111.910,8474","104.710,0000"
"07/12/2022","09:15:00","111.956,8549","112.192,0047","111.951,7430","112.099,9896","104.710,0000"
"07/12/2022","09:10:00","111.941,5191","112.023,3103","111.905,7354","111.951,7430","104.710,0000"
"07/12/2022","09:05:00","111.880,1756","111.972,1908","111.680,8095","111.946,6310","104.710,0000"
"07/12/2022","09:00:00","112.227,7884","112.314,6915","111.849,5039","111.875,0637","104.710,0000"
"06/12/2022","18:30:00","113.142,8277","113.142,8277","113.142,8277","113.142,8277","104.710,0000"
"06/12/2022","18:20:00","113.188,8353","113.224,6189","113.015,0289","113.086,5963","104.710,0000"
"06/12/2022","18:15:00","113.224,6189","113.275,7385","113.178,6114","113.193,9472","104.710,0000"
"06/12/2022","18:10:00","113.163,2755","113.342,1938","113.091,7082","113.219,5070","104.710,0000"
"06/12/2022","18:05:00","112.989,4692","113.193,9472","112.923,0138","113.168,3875","104.710,0000"
"06/12/2022","18:00:00","112.938,3497","113.030,3648","112.836,1106","112.989,4692","104.710,0000"
"06/12/2022","17:55:00","113.055,9245","113.081,4843","112.861,6704","112.938,3497","104.710,0000"
"06/12/2022","17:50:00","112.979,2453","113.096,8202","112.892,3421","113.055,9245","104.710,0000"
"06/12/2022","17:45:00","112.779,8791","113.040,5887","112.759,4313","112.979,2453","104.710,0000"
"06/12/2022","17:40:00","112.335,1393","112.928,1257","112.314,6915","112.774,7672","104.710,0000"
"06/12/2022","17:35:00","112.207,3406","112.350,4752","112.192,0047","112.340,2513","104.710,0000"
"06/12/2022","17:30:00","112.258,4601","112.314,6915","112.171,5569","112.202,2286","104.710,0000"
"06/12/2022","17:25:00","112.253,3481","112.330,0274","112.217,5645","112.253,3481","104.710,0000"
